,contributor,feat_NA,feat_NT,feat_NR,feat_NOR,feat_ORR,DCA_mean,DCA_median,DCA_std,DCA_gini,DCA_IQR,NAR_mean,NAR_median,NAR_std,NAR_gini,NAR_IQR,NTR_mean,NTR_median,NTR_std,NTR_gini,NTR_IQR,NCAR_mean,NCAR_median,NCAR_std,NCAR_gini,NCAR_IQR,DCAR_mean,DCAR_median,DCAR_std,DCAR_gini,DCAR_IQR,DAAR_mean,DAAR_median,DAAR_std,DAAR_gini,DAAR_IQR,DCAT_mean,DCAT_median,DCAT_std,DCAT_gini,DCAT_IQR,NAT_mean,NAT_median,NAT_std,NAT_gini,NAT_IQR,acc_type
296,credhub-ci-bot,14,1,2,2,1.0,143.656,164.737,119.441,0.424,143.553,7.0,7.0,5.657,0.286,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.414,0.327,2.0,212.414,0.0,312.355,0.226,409.018,63.438,21.865,80.898,0.584,124.33,,,0.0,0.0,,14.0,14.0,0.0,0.0,0.0,bot
298,crowdinbot,300,3,1,1,1.0,1.193,0.0,8.481,0.981,0.0,300.0,300.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,356.85,356.85,0.0,0.0,0.0,,,0.0,0.0,,1.908,0.515,3.156,0.676,2.275,100.0,1.0,171.473,0.66,148.5,bot
299,crunchbot,297,4,3,1,0.333,1.148,0.245,4.804,0.814,1.008,99.0,34.0,112.583,0.438,97.5,2.0,1.0,1.732,0.333,1.5,2.376,1.0,3.893,0.518,0.0,0.892,0.0,2.953,0.539,0.0,1.84,0.001,7.33,0.896,0.854,0.907,0.257,2.575,0.775,0.801,74.25,57.0,81.712,0.513,106.75,bot
302,css-meeting-bot,233,2,15,2,0.133,8.81,0.23,27.528,0.896,0.543,15.533,4.0,25.768,0.689,17.5,1.333,1.0,0.488,0.167,1.0,2.427,2.0,1.851,0.374,2.0,0.502,0.138,1.965,0.585,0.587,21.008,1.029,40.056,0.783,21.175,33.699,0.347,52.672,0.719,77.54,116.5,116.5,132.229,0.401,93.5,bot
304,cve-team,300,2,1,1,1.0,0.565,0.99,0.505,0.447,0.993,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,169.003,169.003,0.0,0.0,0.0,,,0.0,0.0,,0.507,0.046,0.513,0.508,0.993,150.0,150.0,26.87,0.063,19.0,bot
305,cxbot,40,5,3,1,0.333,49.958,0.678,111.932,0.812,48.231,13.333,14.0,11.015,0.367,11.0,2.333,2.0,1.528,0.286,1.5,3.077,2.0,1.706,0.277,2.0,31.769,0.001,77.372,0.841,0.914,127.949,74.223,169.896,0.572,79.446,43.524,0.189,105.376,0.819,35.723,8.0,2.0,9.165,0.52,16.0,bot
306,cxddfbot,76,1,1,1,1.0,15.818,0.456,59.251,0.91,2.014,76.0,76.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,76.0,76.0,0.0,0.0,0.0,1186.386,1186.386,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,76.0,76.0,0.0,0.0,0.0,bot
308,d2ai-bot,45,3,3,1,0.333,43.954,0.001,107.943,0.842,23.265,15.0,12.0,8.888,0.252,8.5,2.0,2.0,1.0,0.222,1.0,1.607,2.0,0.685,0.198,1.0,6.427,0.0,34.006,0.917,0.0,64.963,1.644,130.045,0.793,52.23,46.57,0.001,111.421,0.836,24.232,15.0,16.0,1.732,0.044,1.5,bot
315,dangerpr-bot,17,1,6,6,1.0,111.262,21.493,158.406,0.668,156.927,2.833,1.0,3.601,0.5,1.5,1.0,1.0,0.0,0.0,0.0,1.545,1.0,1.214,0.289,0.5,16.211,0.0,42.944,0.479,7.901,160.187,78.144,181.548,0.565,254.218,,,0.0,0.0,,17.0,17.0,0.0,0.0,0.0,bot
319,dantharejabot,281,7,1,1,1.0,2.903,0.001,9.457,0.873,0.145,281.0,281.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,281.0,281.0,0.0,0.0,0.0,812.845,812.845,0.0,0.0,0.0,,,0.0,0.0,,3.444,0.008,9.848,0.889,0.483,40.143,33.0,38.124,0.465,32.0,bot
321,dapr-bot,267,6,10,6,0.6,1.1,0.001,3.524,0.898,0.166,26.7,1.5,42.831,0.704,41.0,1.4,1.0,1.265,0.257,0.0,2.592,2.0,1.891,0.373,2.0,1.265,0.001,6.249,0.933,0.002,1.591,0.001,4.326,0.857,0.797,4.242,1.786,6.534,0.665,3.439,44.5,14.5,75.014,0.679,29.25,bot
323,daschbot,242,5,6,1,0.167,3.592,0.249,10.209,0.85,1.441,40.333,40.0,25.843,0.324,37.5,4.667,5.0,0.816,0.06,0.0,2.396,2.0,1.68,0.341,2.0,2.446,0.001,9.272,0.873,0.356,6.186,1.211,13.014,0.759,3.903,2.654,0.002,9.38,0.901,0.492,48.4,32.0,51.096,0.42,14.0,bot
324,dataops-ci-bot,300,4,3,1,0.333,1.625,0.371,5.998,0.805,0.86,100.0,11.0,162.89,0.638,143.5,1.333,1.0,0.577,0.167,0.5,12.0,4.0,13.994,0.594,23.0,15.746,1.331,25.499,0.479,23.495,3.84,0.627,10.139,0.789,1.595,2.203,0.346,7.549,0.833,1.096,75.0,16.0,128.26,0.673,74.0,bot
334,dblbot,164,4,5,1,0.2,11.658,0.0,50.936,0.918,0.001,32.8,4.0,66.654,0.744,3.0,1.8,1.0,1.095,0.267,2.0,11.714,3.0,16.278,0.644,19.5,62.171,0.001,103.774,0.599,129.929,79.225,41.265,153.716,0.686,65.618,22.71,0.211,41.54,0.728,20.88,41.0,10.5,62.679,0.582,32.5,bot
343,delphix-devops-bot,300,4,33,1,0.03,3.37,0.0,7.503,0.77,0.403,9.091,1.0,14.727,0.681,6.0,2.212,1.0,1.341,0.315,3.0,1.351,1.0,0.763,0.214,0.0,1.295,0.0,6.493,0.834,0.0,3.259,0.001,7.2,0.74,0.393,1.973,0.001,6.834,0.896,0.012,75.0,43.0,69.608,0.37,45.0,bot
346,deploy-code-org,223,7,1,1,1.0,1.33,0.025,6.039,0.841,1.022,223.0,223.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,223.0,223.0,0.0,0.0,0.0,295.229,295.229,0.0,0.0,0.0,,,0.0,0.0,,1.354,0.041,6.17,0.841,1.033,31.857,28.0,26.035,0.42,36.0,bot
351,devexpressexamplebot,300,5,138,1,0.007,1.702,0.012,7.034,0.923,0.167,2.174,1.0,2.299,0.433,1.75,1.21,1.0,0.459,0.144,0.0,1.485,1.0,1.075,0.263,1.0,0.111,0.0,1.19,0.924,0.001,2.421,0.022,8.41,0.897,0.711,0.378,0.002,2.062,0.954,0.003,60.0,2.0,101.472,0.703,57.0,bot
353,devopshazelcast,224,7,25,1,0.04,3.715,0.264,9.679,0.826,2.101,8.96,3.0,19.045,0.686,7.0,1.44,1.0,0.917,0.244,1.0,2.309,1.0,2.493,0.432,1.0,3.646,0.0,11.55,0.809,0.01,4.947,0.586,11.489,0.803,3.818,6.37,1.576,12.942,0.753,5.997,32.0,17.0,45.76,0.616,28.5,bot
354,devtools-bot,27,4,1,1,1.0,59.278,0.001,130.354,0.828,26.616,27.0,27.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,1541.236,1541.236,0.0,0.0,0.0,,,0.0,0.0,,59.278,0.001,130.354,0.828,26.616,6.75,7.0,4.425,0.306,6.75,bot
358,dhis2-bot,259,9,36,3,0.083,0.75,0.021,2.388,0.874,0.379,7.194,3.0,9.905,0.61,7.25,2.417,2.0,2.02,0.386,1.25,2.072,1.0,1.676,0.374,2.0,0.441,0.0,2.202,0.887,0.005,1.117,0.144,2.649,0.803,0.858,0.795,0.015,2.568,0.889,0.249,28.778,11.0,23.194,0.4,35.0,bot
360,dilumaluthgebot,121,3,2,2,1.0,17.269,0.022,50.701,0.878,4.43,60.5,60.5,31.82,0.186,22.5,1.5,1.5,0.707,0.167,0.5,1.681,1.0,1.382,0.297,1.0,8.762,0.0,40.901,0.886,0.024,20.302,0.001,52.887,0.848,12.149,18.441,0.021,54.242,0.881,4.258,40.333,41.0,2.082,0.022,2.0,bot
361,dim-release-bot,36,2,1,1,1.0,58.072,0.001,72.581,0.469,135.016,36.0,36.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,2032.519,2032.519,0.0,0.0,0.0,,,0.0,0.0,,37.428,0.0,66.937,0.57,31.043,18.0,18.0,0.0,0.0,0.0,bot
363,discoursebot,157,2,2,1,0.5,14.061,5.795,25.251,0.681,15.732,78.5,78.5,109.602,0.494,77.5,1.5,1.5,0.707,0.167,0.5,52.333,58.0,48.748,0.412,48.5,721.149,829.647,673.487,0.117,666.9,15.009,15.009,11.977,0.282,8.469,12.46,4.001,27.95,0.712,11.636,78.5,78.5,50.205,0.226,35.5,bot
365,dlang-bot,200,2,4,1,0.25,3.405,1.375,4.961,0.659,3.877,50.0,27.5,63.932,0.542,39.5,1.75,2.0,0.5,0.107,0.25,2.817,1.0,3.677,0.497,2.0,6.15,0.0,18.974,0.707,3.247,3.442,1.671,4.999,0.64,4.139,2.993,1.376,3.957,0.611,3.671,100.0,100.0,77.782,0.275,55.0,bot
366,dlib-issue-bot,40,3,1,1,1.0,47.41,24.001,77.977,0.577,71.999,40.0,40.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,1849.0,1849.0,0.0,0.0,0.0,,,0.0,0.0,,45.474,23.999,108.486,0.756,35.999,13.333,9.0,14.012,0.45,13.5,bot
375,docker-library-bot,300,2,15,3,0.2,0.522,0.099,1.583,0.784,0.402,20.0,1.0,41.917,0.789,11.0,1.067,1.0,0.258,0.058,0.0,2.206,1.0,2.373,0.437,1.0,0.608,0.0,2.804,0.804,0.116,0.543,0.137,1.972,0.792,0.419,0.876,0.047,3.654,0.904,0.218,150.0,150.0,189.505,0.447,134.0,bot
376,docschina-bot,300,3,15,6,0.4,2.809,0.001,7.344,0.85,0.128,20.0,8.0,20.712,0.479,22.5,2.4,2.0,0.507,0.1,1.0,2.083,2.0,0.62,0.149,0.0,0.001,0.0,0.001,0.412,0.001,5.874,0.196,9.75,0.737,3.482,2.292,0.001,6.746,0.875,0.086,100.0,119.0,33.779,0.131,29.5,bot
377,docusaurus-bot,108,1,2,2,1.0,19.96,20.553,16.297,0.38,19.234,54.0,54.0,16.971,0.111,12.0,1.0,1.0,0.0,0.0,0.0,2.204,1.0,2.483,0.449,1.0,31.938,0.0,85.57,0.568,10.996,11.892,12.684,8.254,0.364,16.323,,,0.0,0.0,,108.0,108.0,0.0,0.0,0.0,bot
378,dokku-bot,150,5,6,3,0.5,14.893,1.955,22.026,0.694,23.976,25.0,15.0,24.56,0.449,19.75,1.5,1.5,0.548,0.167,1.0,1.974,1.0,1.54,0.342,1.0,11.274,0.0,26.116,0.633,0.781,18.163,5.762,23.33,0.651,34.751,16.623,4.127,22.868,0.655,28.729,30.0,20.0,29.925,0.488,45.0,bot
381,dontcallmedom-bot,300,2,6,1,0.167,1.365,0.003,4.687,0.927,0.007,50.0,1.5,111.409,0.796,13.0,1.0,1.0,0.0,0.0,0.0,7.317,1.0,7.78,0.552,13.0,0.401,0.0,2.38,0.889,0.066,9.791,5.834,8.823,0.488,16.383,0.002,0.002,0.003,0.389,0.002,150.0,150.0,207.889,0.49,147.0,bot
382,dotnet-bot,181,8,22,3,0.136,0.482,0.015,1.493,0.86,0.171,8.227,5.5,9.211,0.52,7.75,2.273,2.0,1.032,0.235,1.0,2.351,2.0,4.616,0.449,1.0,0.091,0.0,0.313,0.805,0.04,1.05,0.207,2.161,0.751,1.032,0.578,0.027,1.67,0.848,0.28,22.625,17.0,18.677,0.404,14.5,bot
383,dotnet-docker-bot,300,3,9,3,0.333,6.05,1.907,13.081,0.751,5.483,33.333,9.0,53.756,0.675,39.0,1.111,1.0,0.333,0.089,0.0,1.744,1.0,2.303,0.382,0.0,6.838,0.0,23.417,0.64,0.0,3.7,0.269,7.281,0.744,4.605,3.252,0.002,9.681,0.848,2.059,100.0,43.0,131.145,0.54,121.5,bot
384,dotnet-maestro-bot,300,4,18,2,0.111,2.124,0.021,8.044,0.897,0.606,16.667,5.5,21.035,0.603,25.0,1.167,1.0,0.383,0.119,0.0,1.255,1.0,0.646,0.177,0.0,0.082,0.0,0.471,0.821,0.0,2.586,0.019,8.952,0.886,1.208,1.891,0.001,6.85,0.908,0.311,75.0,58.5,85.272,0.528,117.5,bot
386,dotty-bot,243,3,3,1,0.333,9.113,2.084,18.404,0.684,5.25,81.0,6.0,134.257,0.645,117.5,1.0,1.0,0.0,0.0,0.0,22.091,1.0,54.612,0.822,3.0,190.08,0.0,469.405,0.685,10.763,11.453,1.683,18.096,0.703,15.262,11.453,1.683,18.096,0.703,15.262,81.0,6.0,134.257,0.645,117.5,bot
390,drahtbot,144,1,3,3,1.0,2.513,1.311,3.501,0.634,2.559,48.0,4.0,77.949,0.63,68.0,1.0,1.0,0.0,0.0,0.0,11.077,2.0,15.349,0.638,15.0,24.143,0.902,37.463,0.46,39.374,3.792,2.64,4.192,0.547,3.729,,,0.0,0.0,,144.0,144.0,0.0,0.0,0.0,bot
396,dscbot,67,4,10,1,0.1,30.908,0.007,93.713,0.867,19.971,6.7,4.0,7.424,0.479,5.5,2.8,2.0,1.033,0.171,2.0,4.467,4.0,3.091,0.348,4.0,19.502,0.185,39.479,0.809,14.112,124.815,50.483,175.234,0.602,107.521,31.377,0.006,94.365,0.865,20.027,16.75,16.5,13.574,0.354,23.25,bot
397,dsmjs-bot,202,3,7,1,0.143,9.789,0.001,23.469,0.851,1.166,28.857,14.0,33.449,0.499,18.0,2.143,2.0,0.378,0.057,0.0,3.961,2.0,4.331,0.381,2.0,24.437,0.001,63.923,0.868,11.676,14.425,0.919,26.371,0.737,23.436,9.987,0.001,23.666,0.848,1.264,67.333,99.0,57.466,0.333,50.5,bot
398,dti-github-bot,283,9,11,1,0.091,7.662,1.379,14.115,0.736,9.055,25.727,23.0,25.495,0.446,19.5,2.182,2.0,1.328,0.303,1.5,1.726,1.0,1.372,0.325,1.0,3.491,0.0,9.731,0.67,0.446,9.744,2.451,16.117,0.702,13.569,11.019,1.026,20.648,0.754,9.723,31.444,7.0,74.967,0.768,10.0,bot
399,duplicatibot,42,3,1,1,1.0,52.576,39.755,64.394,0.567,56.946,42.0,42.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,2155.612,2155.612,0.0,0.0,0.0,,,0.0,0.0,,51.659,22.839,80.016,0.632,56.332,14.0,18.0,9.644,0.286,9.0,bot
401,dxrobot,271,4,11,2,0.182,8.089,0.001,20.619,0.848,0.078,24.636,7.0,58.209,0.689,4.5,1.545,2.0,0.522,0.16,1.0,3.985,1.0,10.959,0.678,1.0,26.212,0.0,97.603,0.83,0.001,5.995,0.003,16.529,0.846,2.858,7.163,0.001,21.039,0.884,0.016,67.75,71.0,67.544,0.446,112.25,bot
402,dynatrace-cla-bot,12,1,8,2,0.25,185.199,141.577,188.179,0.53,341.928,1.5,1.0,1.069,0.271,0.25,1.0,1.0,0.0,0.0,0.0,1.2,1.0,0.422,0.133,0.0,18.418,0.0,50.217,0.367,0.0,205.89,141.577,201.182,0.507,373.287,,,0.0,0.0,,12.0,12.0,0.0,0.0,0.0,bot
405,eclipse-capella-bot,199,2,4,1,0.25,5.24,0.228,14.792,0.874,1.49,49.75,48.0,55.211,0.489,93.75,1.25,1.0,0.5,0.15,0.25,8.292,2.5,13.817,0.662,6.5,37.535,0.138,126.691,0.869,2.725,5.941,0.243,15.262,0.846,1.493,42.844,42.844,5.125,0.042,3.624,99.5,99.5,139.3,0.495,98.5,bot
406,eclipse-cdt-bot,26,2,2,2,1.0,65.27,27.667,92.196,0.63,86.079,13.0,13.0,7.071,0.192,5.0,1.0,1.0,0.0,0.0,0.0,5.2,4.0,3.899,0.369,4.0,260.132,202.379,214.061,0.264,246.917,82.773,85.705,49.334,0.283,42.141,82.773,85.705,49.334,0.283,42.141,13.0,13.0,7.071,0.192,5.0,bot
407,eclipse-metro-bot,14,2,4,1,0.25,18.681,0.001,35.557,0.717,20.184,3.5,4.0,1.0,0.107,0.5,2.0,2.0,0.0,0.0,0.0,3.5,4.0,1.0,0.107,0.5,7.145,4.198,9.509,0.601,11.124,71.422,58.952,44.324,0.268,42.988,18.681,0.001,35.557,0.717,20.184,7.0,7.0,0.0,0.0,0.0,bot
408,ecomplus-bot,300,3,41,1,0.024,0.494,0.077,1.48,0.822,0.28,7.317,4.0,8.644,0.533,7.0,1.146,1.0,0.527,0.118,0.0,2.19,1.0,2.469,0.412,1.0,0.105,0.0,0.299,0.711,0.058,0.98,0.25,2.085,0.747,0.704,0.247,0.032,0.48,0.763,0.182,100.0,3.0,168.009,0.647,145.5,bot
412,edx-pipeline-bot,300,2,1,1,1.0,1.997,0.129,8.263,0.88,0.725,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,597.207,597.207,0.0,0.0,0.0,,,0.0,0.0,,4.237,0.889,10.757,0.803,1.569,150.0,150.0,33.941,0.08,24.0,bot
413,edx-requirements-bot,294,7,52,2,0.038,0.356,0.001,1.96,0.963,0.001,5.654,7.0,2.367,0.212,3.0,4.115,5.0,1.353,0.154,2.0,2.471,1.0,2.127,0.421,3.0,0.004,0.0,0.012,0.666,0.004,0.88,0.001,3.02,0.9,0.026,0.433,0.001,2.222,0.96,0.002,42.0,38.0,36.72,0.413,26.0,bot
414,edx-transifex-bot,229,6,15,1,0.067,0.857,0.001,6.242,0.97,0.002,15.267,7.0,34.846,0.614,3.0,4.533,5.0,0.915,0.082,0.5,7.156,3.0,16.406,0.598,2.0,1.263,0.0,7.002,0.964,0.0,5.0,0.284,16.019,0.869,1.624,0.782,0.001,6.197,0.972,0.002,38.167,18.5,39.168,0.48,56.0,bot
419,elasticmachine,300,5,18,6,0.333,0.047,0.004,0.118,0.736,0.048,16.667,2.5,41.376,0.807,2.75,1.278,1.0,0.669,0.186,0.0,2.679,1.0,8.963,0.565,1.0,0.024,0.0,0.064,0.604,0.013,0.102,0.057,0.17,0.595,0.093,0.091,0.055,0.109,0.558,0.087,60.0,60.0,28.399,0.236,27.0,bot
421,element-bot,43,8,1,1,1.0,40.112,0.021,137.683,0.911,0.325,43.0,43.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,1684.705,1684.705,0.0,0.0,0.0,,,0.0,0.0,,41.088,0.02,139.246,0.909,0.332,5.375,7.5,3.662,0.328,7.0,bot
422,elife-bot,300,1,3,1,0.333,0.52,0.003,3.426,0.957,0.007,100.0,47.0,129.881,0.54,121.5,1.0,1.0,0.0,0.0,0.0,20.0,7.0,31.532,0.68,21.5,5.294,0.07,13.803,0.713,4.74,5.424,5.595,4.443,0.448,7.322,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0,bot
424,eng-prod-ci-bot-okta,300,4,6,1,0.167,4.011,0.066,14.097,0.895,0.999,50.0,8.5,95.658,0.742,31.5,1.833,1.5,0.983,0.258,1.75,7.5,2.5,8.479,0.565,11.0,17.718,1.021,31.697,0.618,22.29,12.577,1.781,29.217,0.781,11.637,4.58,0.013,15.432,0.891,1.072,75.0,79.5,45.76,0.29,63.0,bot
425,engine-flutter-autoroll,200,6,4,2,0.5,0.414,0.01,1.024,0.784,0.447,50.0,43.0,37.868,0.358,46.5,2.75,3.0,0.5,0.068,0.25,1.418,1.0,0.757,0.227,1.0,0.264,0.0,1.241,0.8,0.0,0.323,0.006,0.729,0.777,0.323,0.326,0.008,0.693,0.772,0.364,33.333,40.0,17.072,0.23,14.0,bot
426,enigmabot,6,1,1,1,1.0,275.161,26.513,455.857,0.692,259.155,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1375.806,1375.806,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0,bot
428,eom-bot,289,4,1,1,1.0,7.591,2.053,9.699,0.621,21.68,289.0,289.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,289.0,289.0,0.0,0.0,0.0,2186.213,2186.213,0.0,0.0,0.0,,,0.0,0.0,,4.374,0.001,8.743,0.706,1.925,72.25,1.0,142.5,0.74,71.25,bot
430,ergebnis-bot,229,4,30,2,0.067,0.611,0.001,2.586,0.916,0.127,7.633,6.0,6.835,0.375,4.5,2.933,3.0,0.45,0.043,0.0,3.754,3.0,2.56,0.236,0.0,0.914,0.001,6.933,0.981,0.0,1.391,0.608,3.036,0.662,1.188,0.383,0.001,1.705,0.906,0.057,57.25,71.5,30.88,0.211,16.75,bot
434,eslintbot,140,3,2,1,0.5,15.885,23.992,10.629,0.304,22.927,70.0,70.0,49.497,0.25,35.0,2.5,2.5,0.707,0.1,0.5,3.59,2.0,3.338,0.471,4.0,49.088,0.579,79.225,0.525,95.997,7.725,1.073,9.665,0.563,13.748,2.86,0.0,4.675,0.622,7.618,46.667,7.0,69.573,0.576,60.5,bot
435,espressif-bot,114,4,19,1,0.053,1.359,0.553,3.304,0.644,1.173,6.0,4.0,9.781,0.555,5.5,1.421,1.0,0.692,0.218,1.0,1.481,1.0,1.165,0.264,1.0,0.308,0.0,1.204,0.753,0.0,1.708,0.752,3.955,0.649,1.557,0.711,0.423,0.945,0.63,1.162,28.5,6.0,48.391,0.658,25.0,bot
437,eventstore-bot,264,3,6,1,0.167,7.122,0.949,9.904,0.649,22.996,44.0,7.5,64.597,0.649,62.0,1.5,1.0,0.837,0.241,0.75,1.544,1.0,0.995,0.278,1.0,0.945,0.0,4.198,0.823,0.0,10.067,0.981,10.508,0.535,22.089,1.565,0.005,4.751,0.85,0.95,88.0,47.0,80.728,0.366,72.5,bot
438,evrg-bot-webhook,292,4,6,3,0.5,5.89,0.492,20.715,0.886,1.121,48.667,4.5,70.537,0.64,91.75,2.333,2.0,1.033,0.214,0.75,6.213,2.0,7.978,0.592,6.5,23.95,0.918,77.397,0.813,11.349,12.791,0.876,32.872,0.826,7.116,13.154,0.791,31.127,0.837,5.533,73.0,18.5,117.794,0.642,76.5,bot
439,explosion-bot,208,7,6,2,0.333,5.033,0.001,24.159,0.947,0.012,34.667,2.0,60.006,0.72,38.25,1.5,1.0,0.837,0.241,0.75,17.333,2.0,33.905,0.738,19.5,49.479,0.001,117.506,0.772,0.463,40.739,3.423,80.339,0.777,38.618,11.561,0.001,35.702,0.875,0.631,29.714,18.0,39.237,0.607,34.5,bot
440,exsules-bot,280,8,2,1,0.5,6.581,1.233,9.374,0.657,20.749,140.0,140.0,151.321,0.382,107.0,4.5,4.5,0.707,0.056,0.5,56.0,29.0,77.301,0.549,6.0,359.577,132.153,636.327,0.699,164.833,9.576,9.755,2.079,0.104,1.999,1.911,0.001,4.409,0.827,0.996,35.0,6.0,87.712,0.801,4.25,bot
441,extenda-devops-bot,37,2,1,1,1.0,57.368,17.36,110.458,0.743,69.042,37.0,37.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,2065.264,2065.264,0.0,0.0,0.0,,,0.0,0.0,,12.127,12.127,17.136,0.5,12.117,18.5,18.5,24.749,0.473,17.5,bot
442,ezrobot,142,4,32,2,0.062,13.476,0.002,44.065,0.905,0.141,4.438,3.0,3.331,0.344,2.5,1.531,1.0,0.879,0.254,1.25,1.257,1.0,0.652,0.171,0.0,3.763,0.0,33.778,0.921,0.0,13.169,0.004,43.554,0.904,0.65,34.905,0.001,69.68,0.762,32.083,35.5,26.0,36.783,0.454,21.5,bot
447,favware-bot,35,2,1,1,1.0,64.238,48.011,52.996,0.434,71.999,35.0,35.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,2184.106,2184.106,0.0,0.0,0.0,,,0.0,0.0,,4.667,4.667,6.599,0.5,4.666,17.5,17.5,23.335,0.471,16.5,bot
451,fepitre-bot,208,5,8,4,0.5,9.71,0.014,33.191,0.918,1.291,26.0,30.0,22.621,0.448,42.75,1.5,1.0,0.756,0.229,1.0,1.691,1.0,2.826,0.383,0.0,3.903,0.0,20.9,0.747,0.0,12.54,0.014,39.104,0.911,0.03,11.882,0.014,36.4,0.9,2.586,41.6,53.0,26.226,0.302,21.0,bot
454,files-opensource-bot,300,3,10,1,0.1,1.461,0.001,7.167,0.942,0.043,30.0,13.0,34.948,0.48,20.5,2.0,2.0,0.471,0.09,0.0,2.381,2.0,2.529,0.242,0.0,0.272,0.0,2.023,0.961,0.0,3.219,0.011,10.802,0.914,0.138,0.463,0.0,3.414,0.96,0.011,100.0,138.0,76.446,0.307,69.0,bot
456,finbourne-bot,300,2,40,1,0.025,0.477,0.004,3.823,0.949,0.046,7.5,4.0,6.497,0.453,9.0,1.275,1.0,0.452,0.156,1.0,1.2,1.0,0.401,0.133,0.0,0.007,0.0,0.076,0.945,0.0,0.566,0.006,4.185,0.944,0.069,0.912,0.002,6.203,0.953,0.039,150.0,150.0,132.936,0.313,94.0,bot
457,fire-bot,187,2,21,20,0.952,11.821,6.136,15.972,0.642,15.292,8.905,3.0,15.368,0.68,7.0,1.19,1.0,0.402,0.13,0.0,1.558,1.0,1.136,0.282,1.0,3.489,0.0,12.076,0.77,0.001,14.958,10.088,15.338,0.516,17.134,2.772,0.044,7.232,0.852,0.361,93.5,93.5,126.572,0.479,89.5,bot
461,fixbot,7,1,7,1,0.143,64.344,0.151,157.113,0.832,0.534,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.344,0.151,157.113,0.832,0.534,,,0.0,0.0,,7.0,7.0,0.0,0.0,0.0,bot
462,flankbot,292,3,6,1,0.167,2.098,0.024,8.029,0.913,0.179,48.667,22.0,48.759,0.432,37.75,1.5,1.0,0.837,0.241,0.75,1.339,1.0,0.633,0.197,1.0,1.685,0.0,6.16,0.734,0.0,1.12,0.021,7.206,0.957,0.034,3.977,0.002,13.204,0.901,0.285,97.333,8.0,159.08,0.635,139.0,bot
463,flathubbot,289,7,65,1,0.015,0.052,0.007,0.116,0.763,0.052,4.446,4.0,3.202,0.329,2.0,2.415,2.0,1.286,0.283,2.0,1.889,2.0,1.055,0.278,1.0,0.019,0.0,0.063,0.787,0.004,0.079,0.036,0.143,0.695,0.075,0.028,0.001,0.107,0.859,0.009,41.286,11.0,61.624,0.638,40.5,bot
464,flexget-bot,85,2,2,1,0.5,24.572,0.01,64.529,0.852,4.773,42.5,42.5,24.749,0.206,17.5,1.5,1.5,0.707,0.167,0.5,2.125,3.0,0.966,0.23,2.0,2.043,0.001,7.362,0.886,0.001,50.829,0.018,87.853,0.757,36.004,0.006,0.001,0.006,0.502,0.012,42.5,42.5,31.82,0.265,22.5,bot
466,flinkbot,300,3,2,2,1.0,0.677,0.255,1.786,0.701,0.649,150.0,150.0,148.492,0.35,105.0,1.5,1.5,0.707,0.167,0.5,3.371,1.0,5.208,0.581,2.0,1.923,0.0,5.362,0.59,1.1,0.355,0.001,0.97,0.813,0.318,0.669,0.242,1.558,0.715,0.687,100.0,107.0,51.856,0.229,51.5,bot
